"Key"	"English"	"Japanese"	"French"	"Spanish"	"German"	"Italian"	"Korean"	"ChineseTraditional"	"BrazilianPortuguese"
"item_bluk_berry_name"	"Bluk Berry"	"ブリーのみ"	"Baie Remu"	"Baya Oram"	"Morbbeere"	"Baccamora"	"블리열매"	"墨莓果"	"Fruta Roama"
"item_wepar_berry_desc"	"UNDEFINED"	"不明"	"UNDEFINED"	"SIN DEFINIR"	"Nicht definiert"	"UNDEFINED"	"UNDEFINED"	"未定"	"INDEFINIDO"
"item_wepar_berry_name"	"Wepear Berry"	"セシナのみ"	"Baie Repoi"	"Baya Peragu"	"Nirbebeere"	"Baccapera"	"서배열매"	"西梨果"	"Fruta Ocipêra"
"item_nanab_berry_desc"	"Feed this to a Pokémon to calm it down, making it less erratic."	"ポケモンに与えるとポケモンが落ち着くきのみ。"	"Si tu en donnes à manger à un Pokémon, il se calmera et sera moins imprévisible."	"Al usarla con un Pokémon, este se calma, haciéndose menos errático."	"Wenn du sie einem Pokémon zum Essen gibst, wird es ruhiger und ist nicht so zappelig."	"Fai mangiare questa bacca a un Pokémon per calmarlo e renderlo meno imprevedibile."	"포켓몬에게 주면 포켓몬이 얌전해지는 나무열매"	"寶可夢吃下這種樹果後，會冷靜下來。"	"Dê esta fruta a um Pokémon para acalmá-lo e torná-lo menos imprevisível."
"item_nanab_berry_name"	"Nanab Berry"	"ナナのみ"	"Baie Nanab"	"Baya Latano"	"Nanabbeere"	"Baccabana"	"나나열매"	"蕉香果"	"Fruta Anaba"
"item_pinap_berry_desc"	"Feed this to a Pokémon to receive more Candy when you catch it."	"ポケモンに与えると捕まえたときにアメが多めに手に入るきのみ。"	"Si tu en donnes à manger à un Pokémon, il donne plus de Bonbons quand tu l’attrapes."	"Al usarla con un Pokémon, recibirás más Caramelos si lo capturas."	"Wenn du sie einem Pokémon zum Essen gibst, bekommst du mehr Bonbons, wenn du es fängst."	"Fai mangiare questa bacca a un Pokémon per ottenere più caramelle quando lo catturi."	"포켓몬에게 주면 잡은 뒤 사탕이 많게 손에 넣을수 있는 나무열매."	"寶可夢吃下這種樹果後，會掉更多糖果。"	"Dê esta fruta a um Pokémon para receber mais doces ao pegá-lo."
"item_pinap_berry_name"	"Pinap Berry"	"パイルのみ"	"Baie Nanana"	"Baya Pinia"	"Sananabeere"	"Baccananas"	"파인열매"	"凰梨果"	"Fruta Caxí"
"item_pokemon_bag_name"	"Pokémon Box Upgrade"	"ポケモンボックス"	"Agrandir la Boîte Pokémon"	"Mejora de almacenamiento de Pokémon"	"Pokémon-Box-Plus"	"Ampliamento Box Pokémon"	"포켓몬 박스"	"升級寶可夢盒子"	"Upgrade da caixa de Pokémon"
"item_pokemon_bag_desc"	"Increases the size of your Pokémon collection."	"手持ちに加えられるポケモンの上限数が増える。"	"Augmente la taille de ta collection de Pokémon."	"Aumenta el tamaño de tu colección de Pokémon."	"Vergrößert deine Pokémon-Sammlung."	"Aumenta le dimensioni della tua collezione di Pokémon."	"지닌 포켓몬으로 추가할 수 있는 포켓몬의 상한 수가 늘어납니다."	"增加同行寶可夢的數量。"	"Aumenta o tamanho da sua coleção de Pokémon."
"item_item_pack_name"	"Item Pack"	"道具"	"Lot d’objets"	"Lote de objetos"	"Itempack"	"Astuccio strumenti"	"도구"	"道具"	"Combo de itens"
"item_item_pack_desc"	"Increases the size of your Bag."	"持てる道具の上限数が増えます。"	"Augmente la taille de ton Sac."	"Aumenta el tamaño de tu Bolsa."	"Vergrößert deinen Beutel."	"Aumenta le dimensioni della tua Borsa."	"지닐 수 있는 도구의 상한 수가 늘어납니다."	"增加包包的空間。"	"Aumenta o tamanho da sua Bolsa."
"pokeball.20_title"	"20 Poké Balls"	"モンスターボール x20"	"20 Poké Balls"	"20 Poké Balls"	"20 Pokébälle"	"Poké Ball x20"	"몬스터볼 x 20"	"精靈球 × 20"	"20 Poké Bolas"
"pokeball.20_description"	"20 standard Poké Balls to catch wild Pokémon!"	"野生のポケモンを捕まえるために必要なモンスターボール20個入り。"	"20 Poké Balls standard pour attraper des Pokémon sauvages."	"¡20 Poké Balls con las que capturar Pokémon salvajes!"	"20 reguläre Pokébälle zum Fangen wilder Pokémon!"	"20 Poké Ball normali da usare per catturare Pokémon!"	"야생 포켓몬을 잡는 데 필요한 몬스터볼 20 개입."	"用來捕捉野生寶可夢的精靈球。一組20個。"	"20 Poké Bolas para pegar Pokémon selvagens!"
"pokeball.100_title"	"100 Poké Balls"	"モンスターボール x100"	"100 Poké Balls"	"100 Poké Balls"	"100 Pokébälle"	"Poké Ball x100"	"몬스터볼 x 100"	"精靈球 × 100"	"100 Poké Bolas"
"pokeball.100_description"	"100 standard Poké Balls to catch wild Pokémon!"	"野生のポケモンを捕まえるために必要なモンスターボール100個入り。"	"100 Poké Balls standard pour attraper des Pokémon sauvages."	"¡100 Poké Balls con las que capturar Pokémon salvajes!"	"100 reguläre Pokébälle zum Fangen wilder Pokémon!"	"100 Poké Ball normali da usare per catturare Pokémon!"	"야생 포켓몬을 잡는 데 필요한 몬스터볼 100 개입."	"用來捕捉野生寶可夢的精靈球。一組100個。"	"100 Poké Bolas para pegar Pokémon selvagens!"
"pokeball.200_title"	"200 Poké Balls"	"モンスターボール x200"	"200 Poké Balls"	"200 Poké Balls"	"200 Pokébälle"	"Poké Ball x200"	"몬스터볼 x 200"	"精靈球 × 200"	"200 Poké Bolas"
"pokeball.200_description"	"200 standard Poké Balls to catch wild Pokémon!"	"野生のポケモンを捕まえるために必要なモンスターボール200個入り。"	"200 Poké Balls standard pour attraper des Pokémon sauvages."	"¡200 Poké Balls con las que capturar Pokémon salvajes!"	"200 reguläre Pokébälle zum Fangen wilder Pokémon!"	"200 Poké Ball normali da usare per catturare Pokémon!"	"야생 포켓몬을 잡는 데 필요한 몬스터볼 200 개입."	"用來捕捉野生寶可夢的精靈球。一組200個。"	"200 Poké Bolas para pegar Pokémon selvagens!"
"pokemonstorageupgrade.1_title"	"Pokémon Storage Upgrade"	"ポケモンボックス アップグレード"	"Extension du stockage de Pokémon"	"Aumento de espacio (Pokémon)"	"Pokémon-Aufbewahrung-Plus"	"Ampliamento spazio Pokémon"	"포켓몬 박스 업그레이드"	"升級寶可夢盒子"	"Upgrade do estoque de Pokémon"
"pokemonstorageupgrade.1_description"	"Increases the max number of Pokémon you can carry by {0}."	"持てるポケモンの上限を{0}増やす。"	"Augmente de {0} le nombre de Pokémon que tu peux porter."	"Amplía el límite de almacenamiento de Pokémon en {0}."	"Erhöht das Aufbewahrungslimit um {0}."	"Aumenta lo spazio per i Pokémon di {0}."	"지닌 포켓몬의 상한이 {0} 늘어납니다."	"讓你可攜帶的寶可夢數量增加 {0} 。"	"Aumenta o estoque de Pokémon em {0}."
"itemstorageupgrade.1_title"	"Bag Upgrade"	"バッグ アップグレード"	"Agrandir le Sac"	"Aumento de espacio (objetos)"	"Beutel-Plus"	"Ampliamento spazio Borsa"	"가방 업그레이드"	"升級包包"	"Upgrade da Bolsa"
"itemstorageupgrade.1_description"	"Increases the max number of items you can carry by {0}."	"持てる道具の上限を{0}増やす。"	"Augmente de {0} le nombre d’objets que tu peux porter."	"Amplía el límite de almacenamiento de objetos en {0}."	"Erhöht den Speicherplatz für Items um {0}."	"Aumenta lo spazio per gli strumenti di {0}."	"지닌 도구의 상한이 {0} 늘어납니다."	"讓你可攜帶的道具數量增加 {0} 。"	"Aumenta o estoque de itens em {0}."
"item_lucky_egg_name"	"Lucky Egg"	"しあわせタマゴ"	"Œuf Chance"	"Huevo Suerte"	"Glücks-Ei"	"Fortunuovo"	"행복의알"	"幸運蛋"	"Ovo da Sorte"
"item_lucky_egg_desc"	"A Lucky Egg that's filled with happiness! Earns double XP for 30 minutes."	"しあわせがつまったタマゴ。使うと、30分間もらえるXPが2倍になる。"	"Un œuf rempli de bonheur. Gagne 2 fois plus de PX pendant 30 minutes."	"Es un huevo lleno de felicidad que te hace ganar el doble de PX durante 30 minutos."	"Ein Ei, das mit Glück gefüllt ist. Der Spieler erhält 30 Minuten lang doppelt so viele EP."	"Uovo pieno di felicità. Fa guadagnare al giocatore il doppio dei PE per 30 minuti. "	"행복이 가득한 알. 사용하면 30분 동안 받는 XP가 2배가 됩니다."	"裝了滿滿歡樂的幸運蛋！30分鐘之內XP加倍。"	"Um ovo cheio de felicidade e que faz você ganhar o dobro de PE por 30 minutos."
"luckyegg.1_title"	"Lucky Egg"	"しあわせ タマゴ"	"Œuf Chance"	"Huevo Suerte"	"Glücks-Ei"	"Fortunuovo"	"행복의알"	"幸運蛋"	"Ovo da Sorte"
"luckyegg.1_description"	"A Lucky Egg that's filled with happiness! Earns double XP for 30 minutes."	"しあわせがつまったタマゴ。使うと、30分間もらえるXPが2倍になる。"	"Un œuf rempli de bonheur. Gagne 2 fois plus de PX pendant 30 minutes."	"Es un huevo lleno de felicidad que te hace ganar el doble de PX durante 30 minutos."	"Ein Ei, das mit Glück gefüllt ist. Der Spieler erhält 30 Minuten lang doppelt so viele EP."	"Uovo pieno di felicità. Fa guadagnare al giocatore il doppio dei PE per 30 minuti. "	"행복이 가득한 알. 사용하면 30분 동안 받는 XP가 2배가 됩니다."	"裝了滿滿歡樂的幸運蛋！30分鐘之內XP加倍。"	"Um Ovo cheio de felicidade que faz você ganhar o dobro de PE por 30 minutos."
"luckyegg.5_title"	"5 Lucky Eggs"	"しあわせ タマゴ x5"	"5 Œufs Chance"	"5 Huevos Suerte"	"5 Glücks-Eier"	"Fortunuovo x5"	"행복의알 x 5"	"幸運蛋 × 5"	"5 Ovos da Sorte"
"luckyegg.5_description"	"5 Lucky Eggs filled with happiness! Earns double XP for 30 minutes."	"しあわせがつまったタマゴ。使うと、30分間もらえるXPが2倍になる。お得な5個入り。"	"5 œufs remplis de bonheur. Gagne 2 fois plus de PX pendant 30 minutes."	"5 Huevos llenos de felicidad que te hacen ganar el doble de PX durante 30 minutos."	"Eier, die mit Glück gefüllt sind. Für jedes Ei erhält der Spieler 30 Minuten lang doppelt so viele EP."	"Cinque uova piene di felicità. Fanno guadagnare al giocatore il doppio dei PE per 30 minuti. "	"행복이 가득한 알. 사용하면 30분 동안 받는 XP가 2배가 됩니다. 유용한 5개 세트."	"5個裝了滿滿歡樂的幸運蛋！30分鐘之內XP加倍。"	"5 Ovos cheios de felicidade que fazem você ganhar o dobro de PE por 30 minutos."
"luckyegg.8_title"	"8 Lucky Eggs"	"しあわせ タマゴ x8"	"8 Œufs Chance"	"8 Huevos Suerte"	"8 Glücks-Eier"	"Fortunuovo x8"	"행복의알 x 8"	"幸運蛋 × 8"	"8 Ovos da Sorte"
"luckyegg.8_description"	"8 Lucky Eggs filled with happiness! Earns double XP for 30 minutes."	"しあわせがつまったタマゴ。使うと、30分間もらえるXPが2倍になる。お得な8個入り。"	"8 œufs remplis de bonheur. Gagne 2 fois plus de PX pendant 30 minutes."	"8 Huevos llenos de felicidad que te hacen ganar el doble de PX durante 30 minutos."	"Eier, die mit Glück gefüllt sind. Für jedes Ei erhält der Spieler 30 Minuten lang doppelt so viele EP."	"Otto uova piene di felicità. Fanno guadagnare al giocatore il doppio dei PE per 30 minuti. "	"행복이 가득한 알. 사용하면 30분 동안 받는 XP가 2배가 됩니다. 유용한 8개 세트."	"8個裝了滿滿歡樂的幸運蛋！30分鐘之內XP加倍。"	"8 Ovos cheios de felicidade que fazem você ganhar o dobro de PE por 30 minutos."
"luckyegg.25_title"	"25 Lucky Eggs"	"しあわせ タマゴ x25"	"25 Œufs Chance"	"25 Huevos Suerte"	"25 Glücks-Eier"	"Fortunuovo x25"	"행복의알 x 25"	"幸運蛋 X 25"	"25 Ovos da Sorte"
"luckyegg.25_description"	"25 Lucky Eggs filled with happiness! Earns double XP for 30 minutes."	"しあわせがつまったタマゴ。使うと、30分間もらえるXPが2倍になる。お得な25個入り。"	"25 œufs remplis de bonheur. Gagne 2 fois plus de PX pendant 30 minutes."	"25 Huevos llenos de felicidad que te hacen ganar el doble de PX durante 30 minutos."	"Eier, die mit Glück gefüllt sind. Für jedes Ei erhält der Spieler 30 Minuten lang doppelt so viele EP."	"25 uova piene di felicità. Fanno guadagnare al giocatore il doppio dei PE per 30 minuti. "	"행복이 가득한 알. 사용하면 30분 동안 받는 XP가 2배가 됩니다. 유용한 25개 세트."	"25個裝了滿滿歡樂的幸運蛋！30分鐘之內XP加倍。"	"25 Ovos cheios de felicidade que fazem você ganhar o dobro de PE por 30 minutos."
"item_incense_ordinary_name"	"Incense"	"おこう"	"Encens"	"Incienso"	"Rauch"	"Aroma"	"향로"	"薰香"	"Incenso"
"item_incense_ordinary_desc"	"Incense with a mysterious fragrance that lures wild Pokémon to your location for 30 minutes."	"不思議な香りのおこう。30分香りを出し野生のポケモンを呼び寄せる。"	"Une senteur qui attire les Pokémon vers toi pendant 30 minutes."	"Incienso con una fragancia misteriosa que atrae a los Pokémon salvajes hacia donde estás durante 30 minutos."	"Ein wohlriechender Rauch, der 30 Minuten lang wilde Pokémon zu dir lockt."	"Un intenso profumo che attrae i Pokémon selvatici per 30 minuti."	"이상한 향기의 향로. 30분 향기를 피워 야생 포켓몬을 불러냅니다."	"擁有神祕香味的薰香。可將寶可夢吸引至你所在的地點，效果將持續30分鐘。"	"Incenso de fragrância misteriosa que atrai Pokémon selvagens até você por 30 minutos."
"incenseordinary.1_title"	"Incense"	"おこう"	"Encens"	"Incienso"	"Rauch"	"Aroma"	"향로"	"薰香"	"Incenso"
"incenseordinary.1_description"	"Incense with a mysterious fragrance that lures wild Pokémon to your location for 30 minutes."	"不思議な香りのおこう。30分香りを出し野生のポケモンを呼び寄せる。"	"Une senteur qui attire les Pokémon vers toi pendant 30 minutes."	"Incienso con una fragancia misteriosa que atrae a los Pokémon salvajes hacia donde estás durante 30 minutos."	"Ein wohlriechender Rauch, der 30 Minuten lang wilde Pokémon zu dir lockt."	"Un intenso profumo che attrae i Pokémon selvatici per 30 minuti."	"이상한 향기의 향로. 30분 향기를 피워 야생 포켓몬을 불러냅니다."	"擁有神祕香味的薰香。可將寶可夢吸引至你所在的地點，效果將持續30分鐘。"	"Incenso de fragrância misteriosa que atrai Pokémon selvagens até você por 30 minutos."
"incenseordinary.8_title"	"8 Incense"	"おこう x8"	"8 Encens"	"8 Inciensos"	"8 × Rauch"	"Aroma x8"	"향로 x 8"	"薰香 × 8"	"8 Incensos"
"incenseordinary.8_description"	"8 Incense. The mysterious fragrance lures wild Pokémon to your location for 30 minutes."	"不思議な香りのおこう。30分香りを出し野生のポケモンを呼び寄せる。お得な8個入り。"	"8 Encens. Une senteur qui attire les Pokémon vers toi pendant 30 minutes."	"8 Inciensos. La misteriosa fragancia atrae a los Pokémon salvajes hacia donde estás durante 30 minutos."	"Jeder wohlriechende Rauch lockt 30 Minuten lang wilde Pokémon zu dir."	"8 aromi. Emanano un intenso profumo che attrae i Pokémon selvatici per 30 minuti."	"이상한 향기의 향로. 30분 향기를 피워 야생 포켓몬을 불러냅니다. 유용한 8개 세트."	"8個擁有神祕香味的薰香。可將寶可夢吸引至你所在的地點，效果將持續30分鐘。"	"8 Incensos. A fragrância misteriosa atrai Pokémon selvagens até você por 30 minutos."
"incenseordinary.25_title"	"25 Incense"	"おこう x25"	"25 Encens"	"25 Inciensos"	"25 × Rauch"	"Aroma x25"	"향로 x 25"	"薰香 × 25"	"25 Incensos"
"incenseordinary.25_description"	"25 Incense. The mysterious fragrance lures wild Pokémon to your location for 30 minutes."	"不思議な香りのおこう。30分香りを出し野生のポケモンを呼び寄せる。お得な25個入り。"	"25 Encens. Une senteur qui attire les Pokémon vers toi pendant 30 minutes."	"25 Inciensos. La misteriosa fragancia atrae a los Pokémon salvajes hacia donde estás durante 30 minutos."	"Jeder wohlriechende Rauch lockt 30 Minuten lang wilde Pokémon zu dir."	"25 aromi. Emanano un intenso profumo che attrae i Pokémon selvatici per 30 minuti."	"이상한 향기의 향로. 30분 향기를 피워 야생 포켓몬을 불러냅니다. 유용한 25개 세트."	"25個擁有神祕香味的薰香。它可將寶可夢吸引至你所在的地點，效果將持續30分鐘。"	"25 Incensos. A fragrância misteriosa atrai Pokémon selvagens até você por 30 minutos."
