"Key"	"English"	"Japanese"	"French"	"Spanish"	"German"	"Italian"	"Korean"	"ChineseTraditional"	"BrazilianPortuguese"
"nearby_raid_notification_toast"	"Nearby Raid Battle starting soon!"	"巨大なタマゴが近くのジムに出現中・・・！"	"Un Combat de Raid va bientôt commencer à proximité."	"¡Incursión cercana a punto de empezar!"	"In der Nähe beginnt bald ein Raid-Kampf!"	"Raid in preparazione nei dintorni!"	"근처에서 레이드배틀이 시작할 것 같다!"	"附近有團體戰要開始了！"	"Batalha de Reide por perto está para começar!"
"gym_removal_notification_toast|1"	"{0} is back after a hard battle!"	"{0} がジムから戻ってきた！"	"{0} est de retour après un rude combat."	"¡{0} vuelve después de un duro combate!"	"{0} ist nach einem harten Kampf zurück!"	"{0} è tornato dopo una lotta estenuante!"	"{0}(이)가 체육관에서 돌아왔다!"	"{0} 在奮戰一場後回來了！"	"{0} voltou após uma batalha difícil!"
"gym_removal_notification_toast|2"	"{0} was knocked out of the Gym!"	"{0} がジムから戻ってきた！"	"{0} a été éjecté de l’Arène."	"¡{0} ha quedado fuera del combate del Gimnasio!"	"{0} wurde aus der Arena gestoßen!"	"{0} è stato sconfitto e scacciato dalla Palestra!"	"{0}(이)가 체육관에서 돌아왔다!"	"{0} 被踢出道館了！"	"{0} foi nocauteado do Ginásio!"
"pokemon_hungry_notification_toast|1"	"{0} needs some attention..."	"{0} の様子をみてみよう"	"{0} a besoin de ton attention..."	"{0} necesita algo de atención..."	"{0} braucht etwas Aufmerksamkeit ..."	"{0} ha bisogno di cure..."	"{0}의 모습을 살펴보자"	"{0} 覺得好孤單……"	"{0} precisa de atenção..."
"pokemon_hungry_notification_toast|2"	"{0} wants a Berry!"	"{0} がきのみを欲しがっている"	"{0} veut une Baie."	"¡{0} quiere una baya!"	"{0} möchte eine Beere!"	"{0} vuole una bacca!"	"{0}(이)가 나무열매를 원한다"	"{0} 想要吃樹果！"	"{0} quer uma Fruta!"
"pokemon_won_notification_toast|1"	"{0} was victorious in battle!"	"{0} がジムバトルに勝った！"	"{0} a gagné un combat."	"¡{0} ha resultado vencedor en combate!"	"{0} war siegreich im Kampf!"	"{0} è stato vittorioso nella lotta!"	"{0}(이)가 체육관 배틀에 이겼다!"	"{0} 在對戰中獲勝了！"	"{0} venceu a batalha!"
"pokemon_won_notification_toast|2"	"{0} has triumphed over your opponents!"	"{0} がジムバトルで相手を倒した！"	"{0} a vaincu tes adversaires."	"¡{0} ha derrotado a tus rivales!"	"{0} hat über deine Gegner triumphiert!"	"{0} ha trionfato contro i tuoi avversari!"	"{0}(이)가 체육관 배틀에서 상대를 쓰러뜨렸다!"	"{0} 打倒了你的對手！"	"{0} derrotou seus oponentes!"
"nearby_raid_notification_toast|1"	"There's a Raid Battle about to start near you!"	"近くのジムでレイドバトルが始まる予感がする！"	"Un Combat de Raid se prépare pas loin d’ici."	"¡Hay una incursión a punto de comenzar cerca de ti!"	"In deiner Nähe beginnt bald ein Raid-Kampf!"	"Un raid sta per iniziare nei dintorni!"	"근처에서 레이드배틀이 시작할 것 같다!"	"附近有場團體戰即將開始！"	"Há uma Batalha de Reide para começar perto de você!"
"nearby_raid_notification_toast|2"	"A Raid Battle is going to start nearby!"	"近くのジムに巨大なタマゴが出現したようだ・・・！"	"Un Combat de Raid va commencer à proximité."	"¡Una incursión va a comenzar cerca de ti!"	"Ein Raid-Kampf findet bald in deiner Nähe statt!"	"Un raid sta per cominciare nelle vicinanze!"	"근처에서 레이드배틀이 시작합니다!"	"附近有團體戰要開始了！"	"Uma Batalha de Reide por perto irá começar!"
"raid_timer_label1"	"Waiting for Trainers to join..."	"他のプレイヤーの参加を待っています"	"En attente de quelques Dresseurs..."	"Esperando a que se unan Entrenadores..."	"Warten auf weitere Trainer ..."	"In attesa di altri Allenatori..."	"다른 플레이어 참가를 기다리고 있습니다"	"正在等待其他訓練家參加……"	"Esperando por outros Treinadores..."
"raid_timer_label2"	"Select your Pokémon..."	"参加するポケモンを選んでください"	"Choisis tes Pokémon..."	"Selecciona tus Pokémon..."	"Wähle deine Pokémon ..."	"Scegli i tuoi Pokémon..."	"참가할 포켓몬을 결정해 주세요"	"選擇寶可夢……"	"Selecione seu Pokémon."
"raid_members"	"Raid Members"	"参加人数"	"Membres du Raid"	"Miembros de la incursión"	"Raid-Mitglieder"	"Partecipanti al raid"	"참가인원"	"團體戰成員"	"Membros do Reide"
"raid_group_code"	"Group Code"	"グループコード"	"Code de groupe"	"Código de grupo"	"Gruppencode"	"Codice gruppo"	"그룹 코드"	"小組代碼"	"Código de grupo"
"raid_howto_button"	"How to play"	"遊び方"	"Comment jouer"	"Cómo jugar"	"Spielanleitung"	"Come giocare"	"플레이 방법"	"玩法"	"Como jogar"
"raid_join_button"	"Join"	"参加する"	"Participer"	"Unirse"	"Teilnehmen"	"Partecipa"	"참가한다"	"參加"	"Participar"
"raid_join_private_button"	"Enter Group Code"	"グループコードを入力"	"Entrer le code de groupe"	"Introducir código de grupo"	"Gruppencode eingeben"	"Inserisci il codice del gruppo"	"그룹코드 입력"	"輸入小組代碼"	"Inserir código de grupo"
"raid_leave_lobby_prompt"	"If you leave this group, you won't be able to rejoin.\n\n Do you want to leave this group?"	"グループから退出しますか？\n\n退出後は再び参加できません。"	"Si tu quittes le groupe, c’est définitif.\n\nVeux-tu vraiment le quitter ?"	"Si abandonas este grupo, no podrás volver a unirte.\n\n ¿Quieres abandonar este grupo?"	"Wenn du diese Gruppe verlässt, kannst du nicht wieder eintreten.\n\n Willst du diese Gruppe verlassen?"	"Non potrai più unirti a questo gruppo se lo abbandoni adesso.\n\n Vuoi davvero abbandonarlo?"	"그룹에서 탈퇴하겠습니까?\n\n 탈퇴 후 다시 참가할 수 없습니다."	"請注意，離開小組後將無法再次加入。\n\n確定要離開這個小組嗎？"	"Se sair deste grupo não poderá voltar para ele.\n\n Quer sair deste grupo?"
"raid_group_code_intro"	"You can battle together with friends by entering the group code of that group."	"グループコードを入力すると、友達と一緒にバトルに参加できます"	"Tu peux combattre avec tes amis en entrant le code de ce groupe."	"Puedes combatir con amigos introduciendo el código de grupo de ese grupo."	"Du kannst zusammen mit Freunden kämpfen, indem du den Gruppen-Code ihrer Gruppe eingibst."	"Se inserisci il codice del loro gruppo, puoi lottare insieme ai tuoi amici."	"그룹코드를 입력하면 친구와 같이 배틀에 참가할 수 있습니다"	"輸入小組專用的代碼，即可和朋友一起加入小組，並肩戰鬥。"	"Você pode batalhar com amigos inserindo o código de grupo deste grupo."
"raid_join_private_group_button"	"JOIN"	"参加する"	"Participer"	"UNIRSE"	"TEILNEHMEN"	"PARTECIPA"	"참가한다"	"加入"	"Participar"
"raid_create_private_group_button"	"Create Group"	"新規グループをつくる"	"Créer un groupe"	"Crear grupo"	"Gruppe erstellen"	"Crea gruppo"	"신규 그룹 만들기"	"建立小組"	"Criar grupo"
"raid_join_private_lobby_invalid_code"	"This group code is invalid. Please enter a valid code."	"グループコードが無効です。正しいコードを入力してください。"	"Ce code de groupe n’est pas valide. Essaye un autre code."	"Este código de grupo no es válido. Introduce un código válido."	"Dieser Gruppencode ist ungültig. Gib einen gültigen Code ein."	"Questo codice di gruppo non è valido. Inserisci un altro codice."	"그룹코드가 무효합니다. 올바른 코드를 입력해 주세요."	"此小組代碼無效。請輸入正確代碼。"	"Este código de grupo é inválido. Insira um código válido."
"settings_push_notification_header"	"Push Notifications"	"通知のオン・オフ"	"Notifications automatiques"	"Notificaciones de inserción"	"Push-Mitteilungen"	"Notifiche Push"	"알림 설정"	"推播通知"	"Notificações por push"
"settings_low_happiness"	"Low Motivation"	"やる気がさがったとき"	"Motivation faible"	"Motivación baja"	"Niedrige Motivation"	"Motivazione bassa"	"의욕이 떨어졌을 때"	"飢餓感"	"Motivação baixa"
"settings_pokemon_return"	"Pokémon's Return"	"ポケモンの帰還"	"Retour d’un Pokémon"	"Regreso del Pokémon"	"Pokémon zurückgekehrt"	"Ritorno di un Pokémon"	"포켓몬의 귀환"	"寶可夢回來"	"Retorno de Pokémon"
"settings_battle_victory"	"Battle Victory"	"ジムを守ったとき"	"Combat gagné"	"Victoria del combate"	"Kampf gewonnen"	"Vittoria in una lotta"	"체육관을 지켜냈을 때"	"對戰勝利"	"Vitória da batalha"
"raid_already_completed"	"You already completed this Raid Battle."	"このレイドバトルには再度参加できません"	"Tu as déjà fait ce Combat de Raid."	"Ya has completado esta incursión."	"Du hast bereits an diesem Raid-Kampf teilgenommen."	"Hai già completato questo raid."	"이 레이드배틀에는 다시 참가할 수 없습니다"	"你已經參加過這場團體戰了"	"Você já completou esta Batalha de Reide."
"rare_candy_usage_confirmation"	"Transform a Rare Candy into a {0} Candy?"	"ふしぎなアメを {0} のアメに変えますか？"	"Veux-tu changer un Super Bonbon en Bonbon {0} ?"	"¿Transformar un Caramelo Raro en un Caramelo {0}?"	"Sonderbonbon in ein {0}-Bonbon umwandeln?"	"Vuoi trasformare una Caramella Rara in una caramella {0}?"	"이상한사탕을 {0}의 사탕으로 바꾸겠습니까?"	"要把神奇糖果轉換成 {0} 的糖果嗎？"	"Transformar um Doce Raro em um doce {0}?"
"item_rare_candy_name"	"Rare Candy"	"ふしぎなアメ"	"Super Bonbon"	"Caramelo Raro"	"Sonderbonbon"	"Caramella Rara"	"이상한사탕"	"神奇糖果"	"Doce Raro"
"item_rare_candy_desc"	"A mysterious candy. When used on a Pokémon, it turns into the Pokémon's Candy."	"エネルギーのつまったアメ。どんなポケモンのアメにも変えられる。"	"Un bonbon mystérieux. Quand tu le donnes à un Pokémon, il devient le Bonbon de ce Pokémon."	"Un caramelo misterioso. Cuando se usa en un Pokémon, se convierte en el Caramelo de ese Pokémon."	"Ein geheimnisvolles Bonbon. Wenn du es bei einem Pokémon einsetzt, wird es zu dem Bonbon des Pokémon."	"Una caramella misteriosa. Se usata su un Pokémon, si trasforma in una caramella di quella specie."	"에너지가 담긴 사탕. 모든 포켓몬의 사탕으로 변할 수 있다."	"一種神祕的糖果。如果用在寶可夢身上，就會變成那隻寶可夢的糖果。"	"Um doce misterioso. Quando é usado em um Pokémon, se converte em um doce daquela espécie."
"item_move_reroll_fast_attack_name"	"Fast TM"	"わざマシン ノーマル"	"CT Attaque Immédiate"	"MT de ataque rápido"	"Sofort-TM"	"MT attacco veloce"	"기술머신노말"	"一般招式學習器"	"MT ataque ágil"
"item_move_reroll_fast_attack_desc"	"This Technical Machine teaches the Pokémon a new Fast Attack."	"ポケモンが新しいノーマルアタックを覚えられる装置。"	"Cette Capsule Technique apprend une Attaque Immédiate à ton Pokémon."	"Esta Máquina Técnica enseña a los Pokémon un nuevo ataque rápido."	"Diese Technische Maschine bringt dem Pokémon eine neue Sofort-Attacke bei."	"Questa Macchina Tecnica insegna a un Pokémon un nuovo attacco veloce."	"포켓몬이 새로 노말 어택을 배우게 할 수 있는 장치."	"招式學習器的一種，可以讓寶可夢學會新的一般招式。"	"Esta Máquina Técnica ensina um novo ataque ágil a um Pokémon."
"item_move_reroll_special_attack_desc"	"This Technical Machine teaches the Pokémon a new Charged Attack."	"ポケモンが新しいスペシャルアタックを覚えられる装置。"	"Cette Capsule Technique apprend une Attaque Chargée à ton Pokémon."	"Esta Máquina Técnica enseña a los Pokémon un nuevo ataque cargado."	"Diese Technische Maschine bringt dem Pokémon eine neue Lade-Attacke bei."	"Questa Macchina Tecnica insegna a un Pokémon un nuovo attacco caricato."	"포켓몬이 새로운 스페셜 어택을 배우게 할 수 있는 장치."	"招式學習器的一種，可以讓寶可夢學會新的特殊招式。"	"Esta Máquina Técnica ensina um novo ataque carregado a um Pokémon."
"item_move_reroll_special_attack_name"	"Charged TM"	"わざマシン スペシャル"	"CT Attaque Chargée"	"MT de ataque cargado"	"Lade-TM"	"MT attacco caricato"	"기술머신스페셜"	"特殊招式學習器"	"MT ataque carregado"
"special_move_reroll_confirm_title"	"Do you want to teach {0} a new Charged Attack?"	"{0} にスペシャルアタックをおぼえさせますか？"	"Veux-tu apprendre une Attaque Chargée à {0} ?"	"¿Quieres enseñar a {0} un nuevo ataque cargado?"	"Möchtest du {0} eine neue Lade-Attacke beibringen?"	"Vuoi insegnare a {0} un nuovo attacco caricato?"	"{0}에게 스페셜 어택을 배우게 하겠습니까?"	"你要讓 {0} 學會新的特殊招式嗎？"	"Quer ensinar um novo ataque carregado a {0}?"
"move_reroll_confirm_desc"	"{0} will forget {1}."	"{0} は <b>{1}</b> を忘れます"	"{0} oubliera {1}."	"{0} olvidará {1}."	"{0} wird {1} vergessen."	"{0} dimenticherà {1}."	"{0}(은)는 <b>{1}</b>(을)를 잊어버립니다"	"{0}會忘記<b>{1}</b>"	"{0} esquecerá {1}."
"quick_move_reroll_confirm_title"	"Do you want to teach {0} a new Fast Attack?"	"{0} にノーマルアタックをおぼえさせますか？"	"Veux-tu apprendre une Attaque Immédiate à {0} ?"	"¿Quieres enseñar a {0} un nuevo ataque rápido?"	"Möchtest du {0} eine neue Sofort-Attacke beibringen?"	"Vuoi insegnare a {0} un nuovo attacco veloce?"	"{0}에게 노말어택을 배우게 하겠습니까?"	"你要讓 {0} 學會新的一般攻擊嗎？"	"Quer ensinar um novo ataque ágil a {0}?"
"move_reroll_success_message"	"{0} learned a new attack!"	"{0} は新しい技をおぼえた！"	"{0} a appris une nouvelle attaque."	"¡{0} ha aprendido un nuevo ataque!"	"{0} hat eine neue Attacke gelernt!"	"{0} ha imparato un nuovo attacco!"	"{0}은(는) 새로운 기술을 배웠다!"	"{0} 學會新招式了！"	"{0} aprendeu um novo ataque!"
"raid_team_contribution"	"Contribution by Team"	"チーム貢献度"	"Contribution de l’équipe"	"Contribución por equipo"	"Leistung der Teams"	"Contributo della squadra"	"팀 공헌도"	"團隊貢獻"	"Contribuição por equipe"
"raid_lobby_locked"	"RAID FULL"	"ロックされました"	"RAID COMPLET"	"INCURSIÓN COMPLETA"	"RAID VOLL"	"RAID AL COMPLETO"	"잠겼습니다"	"名額已滿"	"REIDE CHEIO"
"raid_timer_label3"	"Countdown to the Raid Battle start"	"開始まで"	"Temps restant avant le Combat de Raid"	"Cuenta atrás para el comienzo de la incursión"	"Countdown zum Raid-Kampf-Start"	"Il conto alla rovescia del raid è iniziato."	"시작까지"	"距離團體戰開始還剩"	"Contagem regressiva para a Batalha de Reide."
"gym_please_buy_raid_ticket"	"You can buy a Raid Pass to join the Raid Battle."	"プレミアムレイドパスを購入してください"	"Tu peux acheter un passe pour participer au Combat de Raid."	"Puedes comprar un pase de incursión para unirte a la incursión."	"Du kannst einen Raid-Pass kaufen, um am Raid-Kampf teilzunehmen."	"Per partecipare a questo raid occorre acquistare prima un biglietto."	"프리미엄 레이드패스를 구매해 주세요"	"參加團體戰前，請先購買團體戰入場券"	"Você pode comprar um Passe de Reide para participar da Batalha de Reide."
"filter_hint1"	"Search for {0}"	"{0} 検索ヒント"	"Chercher {0}"	"Buscar a {0}"	"Suche nach {0}"	"Per {0}"	"{0} 검색 힌트"	"正在搜尋 {0} ……"	"Procurar por {0}"
"filter_hint2"	"Filter by name/nickname"	"名前を入力して検索"	"Filtrer par nom ou surnom"	"Filtrar por nombre/mote"	"Filter nach Name/Spitzname"	"Per nome/soprannome"	"이름을 입력해서 검색하기"	"以寶可夢名稱或暱稱搜尋"	"Por nome/apelido"
"filter_hint3"	"Filter by Pokédex no., e.g., 23–145"	"図鑑番号で検索（例）23-145"	"Filtrer par n° de Pokédex, ex : 23–145"	"Filtrar por Pokédex, 23-145"	"Filter nach Pokédex-Nr."	"Per N. Pokédex (es. 23–145)"	"도감번호 검색 (예) 23-145"	"以寶可夢圖鑑編號搜尋。例如：23–145"	"Por num. do Pokédex: 23-145"
"filter_hint4"	"Filter by {0}, e.g., {1}, {2}–{3}"	"{0} で検索（例）{1} {2}-{3}"	"Filtrer par {0}, ex : {1}, {2}–{3}"	"Filtrar por {0}, {1}, {2}–{3}"	"Nach {0} filtern"	"Per {0}/{1}, (es. {2}/{3})"	"{0}로 검색 (예) {1} {2}-{3}"	"以 {0} 搜尋。例如：{1} {2}–{3}"	"Por {0}, ex.: {1}, {2}-{3}"
"filter_hint5"	"Can evolve {0}: \"{1}\""	"「{1} 」と入力して、進化できるポケモンを検索"	"Peut faire évoluer {0} : « {1} »"	"Evolucionar a {0}: \"{1}\""	"{0} kann sich: \„{1}\“"	"{0} evolvibili con “{1}”"	"「{1}」(으)로 입력해서 진화할 수 있는 포켓몬 검색"	"進化 {0}: \"{1}\""	"Evoluir {0}: \"{1}\""
"filter_hint6"	"{0} Evolution, e.g., +{1}"	"ポケモン名の前に＋と付けて進化形を検索（例）+{1} など"	"Évolution de {0}, ex : +{1}"	"Evolución de {0}, +{1}"	"{0}-Entwicklung, z. B. +{1}"	"Evoluzione {0} (es. +{1})"	"{0} 진화형 검색 (예) +{1}"	"{0} 進化。例如：+{1}"	"Evolução de {0}, ex.: +{1}"
"filter_hint7"	"Use multiple filters with "","""	"「 , 」区切りで複数の条件を指定"	"Sépare les filtres par une virgule"	"Usa varios filtros usando "","""	"Verbinde mehrere Filter mit ,"	"Per più filtri, usa “,”."	""",""로 구분해서 복수 조건을 지정"	"以半形逗號（,）連結複數搜尋條件"	"Use vários filtros com "","""
"filter_hint8"	"Filter by type: {0}, {1}"	"タイプ入力（例）{0} 、 {1} など"	"Filtrer par type : {0}, {1}"	"Filtrar por tipo, {0}, {1}"	"Filter nach Typ: {0}, {1}"	"Per tipo: {0}, {1}"	"타입 입력 (예) {0}, {1} 등"	"以屬性搜尋：{0}, {1}"	"Por tipo: {0}, {1}"
"shop_battle_tickets_title"	"You're out of Raid Passes!"	"レイドパスを持っていません"	"Obtenir un passe de Raid."	"Consigue un pase de incursión."	"Hol dir einen Raid-Pass."	"Acquista un biglietto raid."	"레이드패스가 없습니다"	"購買團體戰入場券"	"Obtenha um Passe de Reide."
"item_free_raid_ticket_name"	"Raid Pass"	"レイドパス"	"Passe de Raid"	"Pase de incursión"	"Raid-Pass"	"Biglietto raid"	"레이드패스"	"團體戰入場券"	"Passe de Reide"
"item_free_raid_ticket_desc"	"Pass to join a Raid Battle. You can get a free pass at Gyms once per day if you don't already have one."	"レイドバトルの参加に必要なパス。ジムのフォトディスクを回すと一日一枚手に入る。一枚しか持てない。"	"Passe permettant de participer à un Combat de Raid. Tu peux obtenir un passe gratuit par jour dans une Arène si tu n’en as pas encore."	"Pase para unirte a una incursión. Puedes obtener un pase gratis por día en un Gimnasio si no tienes ya uno."	"Pass für die Teilnahme an einem Raid-Kampf. Du bekommst pro Tag einen kostenlosen Pass bei einer Arena, wenn du noch keinen hast."	"Un biglietto per partecipare a un raid. Se non hai già un biglietto raid, puoi ottenerne gratuitamente uno al giorno presso una Palestra."	"레이드배틀 참가에 필요한 패스. 체육관 포토디스크를 회전하면 1일 1장 손에 넣을 수 있다. 1장만 가질 수 있다."	"參加團體戰所需的入場券。如果你手上沒有入場券，你每天都可以在道館獲得一張免費的入場券。"	"Passe para participar de uma Batalha de Reide. Você pode obter um passe gratuito em Ginásios uma vez por dia se ainda não tiver um."
"item_paid_raid_ticket_name"	"Premium Raid Pass"	"プレミアムレイドパス"	"Passe de Raid Premium"	"Pase de incursión premium"	"Premium-Raid-Pass"	"Biglietto raid premium"	"프리미엄 레이드패스"	"特級團體戰入場券"	"Passe de Reide Premium"
"item_paid_raid_ticket_desc"	"Premium Raid Pass to join a Raid Battle. You can use this pass anytime."	"レイドバトルの参加に必要なパス。複数枚持てる。"	"Passe de Raid Premium pour participer à un Combat de Raid. Tu peux utiliser ce passe à tout moment."	"Pase de incursión premium para unirte a una incursión. Puedes usar este pase en cualquier momento."	"Premium-Raid-Pass für die Teilnahme an einem Raid-Kampf. Du kannst diesen Pass jederzeit verwenden."	"Un biglietto speciale per partecipare a un raid. Puoi usare questo biglietto quando vuoi."	"레이드배틀 참가에 필요한 패스."	"參加團體戰的特級入場券，隨時都可以使用。"	"Passe de Reide Premium para participar de uma Batalha de Reide. Você pode usar este passe a qualquer hora."
"use_raid_ticket_confirmation"	"Use a Raid Pass to join the Raid Battle"	"レイドパスを使う"	"Utilise un passe pour participer au Combat de Raid"	"Usa un pase de incursión para unirte a una incursión."	"Raid-Pass verwenden, um am Raid-Kampf teilzunehmen"	"Usa un biglietto raid per partecipare a questo raid"	"레이드패스를 사용한다"	"使用團體戰入場券"	"Use um Passe de Reide para participar da Batalha de Reide."
"pokecoins_daily_limit_reached"	"{0} PokéCoins daily limit reached."	"一日の {0} ポケコイン獲得上限に達しています。"	"La limite quotidienne de {0} PokéPièces est atteinte."	"Límite diario de {0} Pokémonedas alcanzado."	"PokéMünzen-Tageslimit von {0} erreicht."	"La quota limite giornaliera di {0} Pokémonete è stata raggiunta."	"1일 {0} 포켓코인 획득 상한에 도달했습니다."	"已到達每日 {0} 枚寶可幣的上限"	"Limite diário de {0} Pokémoedas alcançado."
"received_free_item_title"	"You received a free {0}!"	"{0} を受け取った！"	"Tu as reçu un objet {0} gratuit."	"Has recibido gratis: ¡{0}!"	"Du hast 1 {0} kostenlos erhalten!"	"Hai ricevuto in regalo lo strumento {0}!"	"{0} (을)를 받았다!"	"你收到了一個免費的 {0} ！"	"Você recebeu 1 {0} de graça!"
"GYMBADGE_TIMEELAPSED"	"time defending"	"経過時間"	"Temps passé en défense"	"Tiempo defendiendo"	"Verteidigungszeit"	"Difesa (tempo)"	"경과시간"	"防禦時間"	"Defesa"
"raid_private_group"	"PRIVATE"	"プライベート"	"PRIVÉ"	"PRIVADO"	"PRIVAT"	"PRIVATO"	"개인"	"私人"	"PRIVADO"
"raid_remove_private_from_lobby_prompt"	"Make the group open to the public?\n\nYou can't undo this action."	"グループをオープンにしますか？\n\n変更はできません。"	"Veux-tu ouvrir ce groupe à tous ?\n\nCeci ne peut pas être annulé."	"¿Quieres hacer público el grupo?\n\nNo puedes deshacer esta acción."	"Möchtest du die Gruppe öffentlich zugänglich machen? \n\nDiese Änderung kann nicht rückgängig gemacht werden."	"Vuoi rendere questo gruppo aperto al pubblico?\n\nQuest’azione non potrà essere annullata."	"그룹을 공개하겠습니까?\n\n 변경할 수 없습니다."	"要公開這個小組嗎？\n\n公開後將無法取消。"	"Quer abrir o grupo ao público?\n\nNão poderá desfazer esta ação."
"raid_message_select_your_pokemon"	"Select your Pokémon for battle!"	"バトルするポケモンを選んでください！"	"Choisis un Pokémon pour le combat."	"¡Selecciona tus Pokémon para el combate!"	"Wähle deine Pokémon für den Kampf!"	"Scegli i Pokémon con cui lottare!"	"배틀할 포켓몬을 선택해주세요!"	"選擇要派上場對戰的寶可夢！"	"Selecione seus Pokémon para a batalha!"
"raid_battle_retreat_confirmation"	"Are you sure you want to leave?"	"バトルから外れますか？"	"Veux-tu vraiment partir ?"	"¿Seguro que quieres salir?"	"Bist du sicher, dass du den Kampf verlassen willst?"	"Vuoi davvero abbandonare?"	"배틀에서 나가겠습니까?"	"確定要離開嗎？"	"Tem certeza de que quer sair?"
"raid_message_get_back_into_battle"	"Heal your Pokémon and return to the battle!"	"ポケモンを回復させてバトルに復帰！"	"Soigne ton Pokémon et retourne au combat."	"¡Cura a tus Pokémon y vuelve al combate!"	"Heile deine Pokémon und kehre zum Kampf zurück!"	"Cura i tuoi Pokémon prima di continuare a lottare!"	"포켓몬을 회복시켜 배틀에 복귀!"	"回復寶可夢的HP，讓牠回到戰場上吧！"	"Cure seus Pokémon e retorne à batalha!"
"raid_timer_label4"	"Countdown until the battle ends"	"終了まで"	"Temps restant avant la fin du combat"	"Cuenta atrás hasta que termine el combate"	"Countdown zum Kampfende"	"Conto alla rovescia per la fine della lotta"	"종료까지"	"距離對戰結束還剩"	"Contagem regressiva para o final da batalha"
"team_picker_last_team"	"Previous battle party"	"前回と同じ"	"Équipe de combat précédente"	"Equipo de combate anterior"	"Vorheriges Kampfteam"	"Squadra usata nella lotta precedente"	"이전과 동일하게"	"上次的對戰小隊"	"Equipe de batalha anterior"
"team_picker_title_load"	"Load battle party"	"パーティを呼び出す"	"Charger une équipe de combat"	"Cargar equipo de combate"	"Kampfteam laden"	"Carica squadra lotta"	"파티 불러오기"	"載入小隊"	"Carregar equipe de batalha"
"team_picker_title_save"	"Save battle party"	"パーティを登録"	"Enregistrer une équipe de combat"	"Guardar equipo de combate"	"Kampfteam speichern"	"Salva squadra lotta"	"파티 등록"	"登錄小隊"	"Salvar equipe de batalha"
