"Key"	"English"	"Japanese"	"French"	"Spanish"	"German"	"Italian"	"Korean"	"ChineseTraditional"	"BrazilianPortuguese"
"quest_catch_feed_plural"	"Use {0} Berries to help catch Pokémon."	"ポケモンを捕まえるときにきのみ{0}個を使う"	"Utilise {0} Baies pour t’aider à attraper des Pokémon"	"Usa {0} bayas para ayudarte a capturar Pokémon"	"Verwende {0} Beeren beim Fangen von Pokémon."	"Usa {0} bacche per catturare Pokémon."	"나무열매 {0}개를 사용하여 포켓몬을 잡는다"	"捕捉寶可夢時使用 {0} 個樹果"	"Usar {0} Frutas para ajudar a pegar Pokémon."
"quest_catch_feed_singular"	"Use a Berry to help catch a Pokémon."	"ポケモンを捕まえるときにきのみ1個を使う"	"Utilise une Baie pour t’aider à attraper un Pokémon"	"Usa 1 baya para ayudarte a capturar Pokémon"	"Verwende eine Beere beim Fangen eines Pokémon."	"Usa una bacca per catturare un Pokémon"	"나무열매 1개를 사용하여 포켓몬을 잡는다"	"捕捉寶可夢時使用1個樹果"	"Usar 1 Fruta para ajudar a pegar um Pokémon."
"quest_catch_pokemon_plural"	"Catch {0} Pokémon."	"ポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon"	"Captura {0} Pokémon"	"Fange {0} Pokémon."	"Cattura {0} Pokémon"	"포켓몬 {0}마리를 잡는다"	"捕捉 {0} 隻寶可夢"	"Pegar {0} Pokémon."
"quest_catch_pokemon_singular"	"Catch a Pokémon."	"ポケモンを1匹捕まえる"	"Attrape un Pokémon"	"Captura 1 Pokémon"	"Fange ein Pokémon."	"Cattura un Pokémon"	"포켓몬 1마리를 잡는다"	"捕捉1隻寶可夢"	"Pegar 1 Pokémon."
"quest_catch_special0_plural"	"Catch {0} Ditto."	"メタモンを{0}匹捕まえる"	"Attrape {0} Métamorph"	"Captura {0} Ditto"	"Fange {0} Ditto."	"Cattura {0} Ditto"	"메타몽 {0}마리 잡는다"	"捕捉 {0} 隻百變怪"	"Pegar {0} Ditto."
"quest_catch_special0_singular"	"Catch a Ditto."	"メタモンを1匹捕まえる"	"Attrape un Métamorph"	"Captura 1 Ditto"	"Fange ein Ditto."	"Cattura un Ditto"	"메타몽 1마리 잡는다"	"捕捉1隻百變怪"	"Pegar 1 Ditto."
"quest_catch_special1_plural"	"Catch {0} Oddish or Bellsprout."	"ナゾノクサかマダツボミを{0}匹捕まえる"	"Attrape {0} Mystherbe ou Chétiflor"	"Captura {0} Oddish o Bellsprout"	"Fange {0} Myrapla oder Knofensa."	"Cattura {0} Oddish o Bellsprout"	"모다피 또는 뚜벅쵸를 {0}마리 잡는다"	"捕捉 {0} 隻走路草或喇叭芽"	"Pegar {0} Oddish ou Bellsprout."
"quest_catch_special1_singular"	"Catch an Oddish or Bellsprout."	"ナゾノクサかマダツボミを1匹捕まえる"	"Attrape un Mystherbe ou un Chétiflor"	"Captura 1 Oddish o Bellsprout"	"Fange ein Myrapla oder Knofensa."	"Cattura un Oddish o un Bellsprout"	"모다피 또는 뚜벅쵸를 1마리 잡는다"	"捕捉1隻走路草或喇叭芽"	"Pegar 1 Oddish ou Bellsprout."
"quest_catch_special2_plural"	"Catch {0} Swablu."	"チルットを{0}匹捕まえる"	"Attrape {0} Tylton"	"Captura {0} Swablu"	"Fange {0} Wablu."	"Cattura {0} Swablu"	"파비코를 {0}마리 잡는다"	"捕捉 {0} 隻青綿鳥"	"Pegar {0} Swablu."
"quest_catch_special2_singular"	"Catch a Swablu."	"チルットを1匹捕まえる"	"Attrape un Tylton"	"Captura 1 Swablu"	"Fange ein Wablu."	"Cattura uno Swablu"	"파비코를 1마리 잡는다"	"捕捉1隻青綿鳥"	"Pegar 1 Swablu."
"quest_catch_special3_plural"	"Catch {0} Pidgey or Murkrow."	"ポッポかヤミカラスを{0}匹捕まえる "	"Attrape {0} Roucool ou Cornèbre"	"Captura {0} Pidgey o Murkrow"	"Fange {0} Taubsi oder Kramurx."	"Cattura {0} Pidgey o Murkrow"	"구구 또는 니로우를 {0}마리 잡는다"	"捕捉 {0} 隻波波或黑暗鴉"	"Pegar {0} Pidgey ou Murkrow."
"quest_catch_special3_singular"	"Catch a Pidgey or Murkrow."	"ポッポかヤミカラスを1匹捕まえる "	"Attrape un Roucool ou un Cornèbre"	"Captura 1 Pidgey o Murkrow"	"Fange ein Taubsi oder Kramurx."	"Cattura un Pidgey o un Murkrow"	"구구 또는 니로우를 1마리 잡는다"	"捕捉1隻波波或黑暗鴉"	"Pegar 1 Pidgey ou Murkrow."
"quest_catch_special4_plural"	"Catch {0} Treecko or Mudkip."	"キモリかミズゴロウ{0}匹捕まえる"	"Attrape {0} Arcko ou Gobou"	"Captura {0} Treecko o Mudkip"	"Fange {0} Geckarbor oder Hydropi."	"Cattura {0} Treecko o Mudkip"	"나무지기 또는 물짱이를 {0}마리 잡는다"	"捕捉 {0} 隻木守宮或水躍魚"	"Pegar {0} Treecko ou Mudkip."
"quest_catch_special4_singular"	"Catch a Treecko or Mudkip."	"キモリかミズゴロウを1匹捕まえる"	"Attrape un Arcko ou un Gobou"	"Captura 1 Treecko o Mudkip"	"Fange ein Geckarbor oder Hydropi."	"Cattura un Treecko o un Mudkip"	"나무지기 또는 물짱이를 1마리 잡는다"	"捕捉1隻木守宮或水躍魚"	"Pegar 1 Treecko ou Mudkip."
"quest_catch_special5_plural"	"Catch {0} Meowth or Skitty."	"ニャースかエネコを{0}匹捕まえる"	"Attrape {0} Miaouss ou Skitty"	"Captura {0} Meowth o Skitty"	"Fange {0} Mauzi oder Eneco."	"Cattura {0} Meowth o Skitty"	"에나비 또는 나옹을 {0}마리 잡는다"	"捕捉 {0} 隻喵喵或向尾喵"	"Pegar {0} Meowth ou Skitty."
"quest_catch_special5_singular"	"Catch a Meowth or Skitty."	"ニャースかエネコを1匹捕まえる"	"Attrape un Miaouss ou un Skitty"	"Captura 1 Meowth o Skitty"	"Fange ein Mauzi oder Eneco."	"Cattura un Meowth o uno Skitty"	"에나비 또는 나옹을 1마리 잡는다"	"捕捉1隻喵喵或向尾喵"	"Pegar 1 Meowth ou Skitty."
"quest_catch_type_bug_plural"	"Catch {0} Bug-type Pokémon."	"むしタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Insecte"	"Captura {0} Pokémon de tipo Bicho"	"Fange {0} Pokémon vom Typ Käfer."	"Cattura {0} Pokémon di tipo Coleottero"	"벌레타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻蟲屬性的寶可夢"	"Pegar {0} Pokémon de tipo Inseto."
"quest_catch_type_bug_singular"	"Catch a Bug-type Pokémon."	"むしタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Insecte"	"Captura 1 Pokémon de tipo Bicho"	"Fange ein Pokémon vom Typ Käfer."	"Cattura un Pokémon di tipo Coleottero"	"벌레타입 포켓몬을 1마리 잡는다"	"捕捉1隻蟲屬性的寶可夢"	"Pegar 1 Pokémon de tipo Inseto."
"quest_catch_type_dark_plural"	"Catch {0} Dark-type Pokémon."	"あくタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Ténèbres"	"Captura {0} Pokémon de tipo Siniestro"	"Fange {0} Pokémon vom Typ Unlicht."	"Cattura {0} Pokémon di tipo Buio"	"악타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻惡屬性的寶可夢"	"Pegar {0} Pokémon de tipo Sombrio."
"quest_catch_type_dark_singular"	"Catch a Dark-type Pokémon."	"あくタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Ténèbres"	"Captura 1 Pokémon de tipo Siniestro"	"Fange ein Pokémon vom Typ Unlicht."	"Cattura un Pokémon di tipo Buio"	"악타입 포켓몬을 1마리 잡는다"	"捕捉1隻惡屬性的寶可夢"	"Pegar 1 Pokémon de tipo Sombrio."
"quest_catch_type_dragon_plural"	"Catch {0} Dragon-type Pokémon."	"ドラゴンタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Dragon"	"Captura {0} Pokémon de tipo Dragón"	"Fange {0} Pokémon vom Typ Drache."	"Cattura {0} Pokémon di tipo Drago"	"드래곤타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻龍屬性的寶可夢"	"Pegar {0} Pokémon de tipo Dragão."
"quest_catch_type_dragon_singular"	"Catch a Dragon-type Pokémon."	"ドラゴンタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Dragon"	"Captura 1 Pokémon de tipo Dragón"	"Fange ein Pokémon vom Typ Drache."	"Cattura un Pokémon di tipo Drago"	"드래곤타입 포켓몬을 1마리 잡는다"	"捕捉1隻龍屬性的寶可夢"	"Pegar 1 Pokémon de tipo Dragão."
"quest_catch_type_electric_plural"	"Catch {0} Electric-type Pokémon."	"でんきタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Électrik"	"Captura {0} Pokémon de tipo Eléctrico"	"Fange {0} Pokémon vom Typ Elektro."	"Cattura {0} Pokémon di tipo Elettro"	"전기타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻電屬性的寶可夢"	"Pegar {0} Pokémon de tipo Elétrico."
"quest_catch_type_electric_singular"	"Catch an Electric-type Pokémon."	"でんきタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Électrik"	"Captura 1 Pokémon de tipo Eléctrico"	"Fange ein Pokémon vom Typ Elektro."	"Cattura un Pokémon di tipo Elettro"	"전기타입 포켓몬을 1마리 잡는다"	"捕捉1隻電屬性的寶可夢"	"Pegar 1 Pokémon de tipo Elétrico."
"quest_catch_type_fairy_plural"	"Catch {0} Fairy-type Pokémon."	"フェアリータイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Fée"	"Captura {0} Pokémon de tipo Hada"	"Fange {0} Pokémon vom Typ Fee."	"Cattura {0} Pokémon di tipo Folletto"	"페어리타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻妖精屬性的寶可夢"	"Pegar {0} Pokémon de tipo Fada."
"quest_catch_type_fairy_singular"	"Catch a Fairy-type Pokémon."	"フェアリータイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Fée"	"Captura 1 Pokémon de tipo Hada"	"Fange ein Pokémon vom Typ Fee."	"Cattura un Pokémon di tipo Folletto"	"페어리타입 포켓몬을 1마리 잡는다"	"捕捉1隻妖精屬性的寶可夢"	"Pegar 1 Pokémon de tipo Fada."
"quest_catch_type_fighting_plural"	"Catch {0} Fighting-type Pokémon."	"かくとうタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Combat"	"Captura {0} Pokémon de tipo Lucha"	"Fange {0} Pokémon vom Typ Kampf."	"Cattura {0} Pokémon di tipo Lotta"	"격투타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻格鬥屬性的寶可夢"	"Pegar {0} Pokémon de tipo Luta."
"quest_catch_type_fighting_singular"	"Catch a Fighting-type Pokémon."	"かくとうタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Combat"	"Captura 1 Pokémon de tipo Lucha"	"Fange ein Pokémon vom Typ Kampf."	"Cattura un Pokémon di tipo Lotta"	"격투타입 포켓몬을 1마리 잡는다"	"捕捉1隻格鬥屬性的寶可夢"	"Pegar 1 Pokémon de tipo Luta."
"quest_catch_type_fire_plural"	"Catch {0} Fire-type Pokémon."	"ほのおタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Feu"	"Captura {0} Pokémon de tipo Fuego"	"Fange {0} Pokémon vom Typ Feuer."	"Cattura {0} Pokémon di tipo Fuoco"	"불꽃타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻火屬性的寶可夢"	"Pegar {0} Pokémon de tipo Fogo."
"quest_catch_type_fire_singular"	"Catch a Fire-type Pokémon."	"ほのおタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Feu"	"Captura 1 Pokémon de tipo Fuego"	"Fange ein Pokémon vom Typ Feuer."	"Cattura un Pokémon di tipo Fuoco"	"불꽃타입 포켓몬을 1마리 잡는다"	"捕捉1隻火屬性的寶可夢"	"Pegar 1 Pokémon de tipo Fogo."
"quest_catch_type_flying_plural"	"Catch {0} Flying-type Pokémon."	"ひこうタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Vol"	"Captura {0} Pokémon de tipo Volador"	"Fange {0} Pokémon vom Typ Flug."	"Cattura {0} Pokémon di tipo Volante"	"비행타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻飛行屬性的寶可夢"	"Pegar {0} Pokémon de tipo Voador."
"quest_catch_type_flying_singular"	"Catch a Flying-type Pokémon."	"ひこうタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Vol"	"Captura 1 Pokémon de tipo Volador"	"Fange ein Pokémon vom Typ Flug."	"Cattura un Pokémon di tipo Volante"	"비행타입 포켓몬을 1마리 잡는다"	"捕捉1隻飛行屬性的寶可夢"	"Pegar 1 Pokémon de tipo Voador."
"quest_catch_type_ghost_plural"	"Catch {0} Ghost-type Pokémon."	"ゴーストタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Spectre"	"Captura {0} Pokémon de tipo Fantasma"	"Fange {0} Pokémon vom Typ Geist."	"Cattura {0} Pokémon di tipo Spettro"	"고스트타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻幽靈屬性的寶可夢"	"Pegar {0} Pokémon de tipo Fantasma."
"quest_catch_type_ghost_singular"	"Catch a Ghost-type Pokémon."	"ゴーストタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Spectre"	"Captura 1 Pokémon de tipo Fantasma"	"Fange ein Pokémon vom Typ Geist."	"Cattura un Pokémon di tipo Spettro"	"고스트타입 포켓몬을 1마리 잡는다"	"捕捉1隻幽靈屬性的寶可夢"	"Pegar 1 Pokémon de tipo Fantasma."
"quest_catch_type_grass_plural"	"Catch {0} Grass-type Pokémon."	"くさタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Plante"	"Captura {0} Pokémon de tipo Planta"	"Fange {0} Pokémon vom Typ Pflanze."	"Cattura {0} Pokémon di tipo Erba"	"풀타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻草屬性的寶可夢"	"Pegar {0} Pokémon de tipo Planta."
"quest_catch_type_grass_singular"	"Catch a Grass-type Pokémon."	"くさタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Plante"	"Captura 1 Pokémon de tipo Planta"	"Fange ein Pokémon vom Typ Pflanze."	"Cattura un Pokémon di tipo Erba"	"풀타입 포켓몬을 1마리 잡는다"	"捕捉1隻草屬性的寶可夢"	"Pegar 1 Pokémon de tipo Planta."
"quest_catch_type_ground_plural"	"Catch {0} Ground-type Pokémon."	"じめんタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Sol"	"Captura {0} Pokémon de tipo Tierra"	"Fange {0} Pokémon vom Typ Boden."	"Cattura {0} Pokémon di tipo Terra"	"땅타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻地面屬性的寶可夢"	"Pegar {0} Pokémon de tipo Terrestre."
"quest_catch_type_ground_singular"	"Catch a Ground-type Pokémon."	"じめんタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Sol"	"Captura 1 Pokémon de tipo Tierra"	"Fange ein Pokémon vom Typ Boden."	"Cattura un Pokémon di tipo Terra"	"땅타입 포켓몬을 1마리 잡는다"	"捕捉1隻地面屬性的寶可夢"	"Pegar 1 Pokémon de tipo Terrestre."
"quest_catch_type_ice_plural"	"Catch {0} Ice-type Pokémon."	"こおりタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Glace"	"Captura {0} Pokémon de tipo Hielo"	"Fange {0} Pokémon vom Typ Eis."	"Cattura {0} Pokémon di tipo Ghiaccio"	"얼음타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻冰屬性的寶可夢"	"Pegar {0} Pokémon de tipo Gelo."
"quest_catch_type_ice_singular"	"Catch an Ice-type Pokémon."	"こおりタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Glace"	"Captura 1 Pokémon de tipo Hielo"	"Fange ein Pokémon vom Typ Eis."	"Cattura un Pokémon di tipo Ghiaccio"	"얼음타입 포켓몬을 1마리 잡는다"	"捕捉1隻冰屬性的寶可夢"	"Pegar 1 Pokémon de tipo Gelo."
"quest_catch_type_normal_plural"	"Catch {0} Normal-type Pokémon."	"ノーマルタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Normal"	"Captura {0} Pokémon de tipo Normal"	"Fange {0} Pokémon vom Typ Normal."	"Cattura {0} Pokémon di tipo Normale"	"노말타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻一般屬性的寶可夢"	"Pegar {0} Pokémon de tipo Normal."
"quest_catch_type_normal_singular"	"Catch a Normal-type Pokémon."	"ノーマルタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Normal"	"Captura 1 Pokémon de tipo Normal"	"Fange ein Pokémon vom Typ Normal."	"Cattura un Pokémon di tipo Normale"	"노말타입 포켓몬을 1마리 잡는다"	"捕捉1隻一般屬性的寶可夢"	"Pegar 1 Pokémon de tipo Normal."
"quest_catch_type_poison_plural"	"Catch {0} Poison-type Pokémon."	"どくタイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Poison"	"Captura {0} Pokémon de tipo Veneno"	"Fange {0} Pokémon vom Typ Gift."	"Cattura {0} Pokémon di tipo Veleno"	"독타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻毒屬性的寶可夢"	"Pegar {0} Pokémon de tipo Venenoso."
"quest_catch_type_poison_singular"	"Catch a Poison-type Pokémon."	"どくタイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Poison"	"Captura 1 Pokémon de tipo Veneno"	"Fange ein Pokémon vom Typ Gift."	"Cattura un Pokémon di tipo Veleno"	"독타입 포켓몬을 1마리 잡는다"	"捕捉1隻毒屬性的寶可夢"	"Pegar 1 Pokémon de tipo Venenoso."
"quest_catch_type_psychic_plural"	"Catch {0} Psychic-type Pokémon."	"エスパータイプのポケモンを{0}匹捕まえる"	"Attrape {0} Pokémon de type Psy"	"Captura {0} Pokémon de tipo Psíquico"	"Fange {0} Pokémon vom Typ Psycho."	"Cattura {0} Pokémon di tipo Psico"	"에스퍼타입 포켓몬을 {0}마리 잡는다"	"捕捉 {0} 隻超能力屬性的寶可夢"	"Pegar {0} Pokémon de tipo Psíquico."
"quest_catch_type_psychic_singular"	"Catch a Psychic-type Pokémon."	"エスパータイプのポケモンを1匹捕まえる"	"Attrape un Pokémon de type Psy"	"Captura 1 Pokémon de tipo Psíquico"	"Fange ein Pokémon vom Typ Psycho."	"Cattura un Pokémon di tipo Psico"	"에스퍼타입 포켓몬을 1마리 잡는다"	"捕捉1隻超能力屬性的寶可夢"	"Pegar 1 Pokémon de tipo Psíquico."
